Date,07332001-1,07335001-8,07335002-6,07335003-4,07336001-3,07350001-K,07350003-6,07354002-K,07355002-5,07357002-6,07358001-3,07359001-9,08104001-K,08105001-5,08106001-0,08114001-4,08117004-5,08117005-3,08123001-3,08124001-9,08124002-7,08130001-1,08130002-K,08132001-2,08134003-K,08135002-7,08141001-1,08144001-8,08376001-K,08380001-1,08383001-8
1986-04-01,19.407666666666664,30.546999999999993,3.394633333333333,17.42366666666667,1.2366666666666668,30.093666666666664,23.925333333333334,44.45030407627312,19.918333333333333,85.36,21.03333333333334,179.27333333333334,18.279999999999998,36.10689655172414,52.08666666666666,19.715666666666667,6.424000000000002,7.852999999999999,19.730000000000004,30.52333333333333,14.888000000000002,0.8167333333333333,6.314000000000001,12.865633333333333,8.312999999999999,48.760000000000005,191.33333333333334,0.8468333333333332,7.3276666666666666,81.90053818300314,133.47666666666666
1986-05-01,157.85806451612905,281.8774193548387,18.982548387096774,101.1435483870968,34.25945161290322,104.14285714285714,123.55516129032259,157.67623207613528,47.56677419354839,704.1935483870968,67.35483870967742,1135.2096774193549,84.58064516129032,194.67741935483872,292.9516129032258,143.2741935483871,38.14161290322583,80.3609677419355,90.94612903225807,138.7516129032258,98.75,8.727967741935483,55.48161290322581,141.43870967741935,37.034666666666666,333.72258064516126,929.8064516129032,72.08054838709677,41.08258064516129,223.72798708636574,319.7096774193548
1986-06-01,244.12666666666667,398.68,18.44666666666667,127.01785714285714,56.40344827586209,226.60333333333332,211.13333333333333,216.82396543461678,75.46071428571427,1092.4,75.43448275862067,1798.8,128.40926708204174,347.8,450.5,210.82,62.15000000000003,136.43333333333334,204.1833333333333,296.7033333333333,227.40333333333334,17.599999999999998,73.54666666666667,250.96666666666667,45.17037037037038,640.6333333333333,1780.6,119.99366666666666,57.326666666666675,290.6431202966668,546.3333333333334
1986-07-01,64.1193548387097,83.2741935483871,2.893225806451612,47.31290322580646,10.801935483870965,64.52580645161291,42.245161290322585,19.452649201642064,21.04193548387097,209.89032258064518,12.299354838709677,384.7741935483871,34.948275862068975,84.1129032258064,129.5193548387097,52.30645161290323,17.077419354838714,29.358064516129033,41.58709677419355,71.6806451612903,53.083870967741944,7.249677419354839,15.615161290322579,76.03548387096774,15.017096774193549,187.61290322580646,500.61290322580646,7.317741935483872,15.639354838709679,62.84539137319371,207.06451612903226
1986-08-01,88.96129032258064,127.21935483870968,4.842580645161292,64.9516129032258,22.820645161290322,82.71612903225805,55.606451612903236,48.997540146868545,33.630645161290325,373.83870967741933,50.317419354838705,658.0322580645161,40.229032258064514,93.73870967741934,147.441935483871,72.72903225806449,25.25161290322581,42.170967741935485,67.16129032258065,110.76451612903226,87.71935483870968,6.607419354838709,24.758709677419358,97.26451612903229,25.266451612903225,270.61290322580646,655.0322580645161,50.714193548387094,27.529032258064507,92.96102678690814,217.96774193548387
1986-09-01,40.95666666666669,52.24,0.9432142857142854,27.770000000000003,8.143333333333333,37.35333333333334,25.106666666666666,59.39115591646376,12.18466666666667,130.6833333333333,7.919666666666667,236.43333333333334,28.956666666666663,66.96666666666668,127.33333333333333,41.360000000000014,14.68,23.333333333333332,44.363333333333344,71.21000000000001,54.69333333333335,4.735666666666666,12.555666666666665,58.76333333333334,11.367,161.7,378.3666666666667,6.549000000000001,16.773333333333333,151.20063553167438,157.26666666666668
1986-10-01,15.25290322580645,27.26129032258065,1.471967741935484,22.91290322580645,4.477419354838711,38.28387096774193,29.848387096774182,34.978277633816816,13.638064516129031,70.18709677419355,13.223870967741936,157.1516129032258,44.12580645161291,109.56774193548385,141.84285714285713,29.554838709677416,11.541935483870963,13.878064516129033,30.645161290322584,36.603225806451626,26.140967741935487,3.496129032258064,12.261935483870968,34.98064516129032,7.491612903225806,91.05483870967743,264.61290322580646,2.826903225806452,14.001612903225809,102.82493837942283,128.60967741935482
1986-11-01,49.657333333333334,80.68,6.015333333333335,45.79333333333333,4.791666666666668,75.99285714285715,57.29999999999999,59.77,26.853333333333335,170.72,24.60333333333334,338.13,45.260000000000005,122.24000000000002,104.095,63.260000000000005,24.417666666666673,34.49333333333333,58.913333333333334,66.70333333333333,51.47933333333334,4.3293333333333335,25.755,0.2286666666666668,11.902000000000003,139.26000000000002,275.35172413793106,2.0329333333333333,24.20733333333333,136.3535525925452,152.39
1986-12-01,13.178064516129032,24.325806451612905,1.211354838709677,16.470000000000002,2.442903225806452,36.44516129032259,29.374193548387094,39.616129032258065,15.145161290322578,59.99032258064515,10.723225806451614,140.70645161290324,32.00645161290323,102.34838709677416,117.02800000000006,28.90032258064516,15.99032258064516,12.165161290322581,32.348387096774196,35.622258064516124,23.178064516129037,3.181612903225807,16.615933110626887,23.865939851146205,4.735806451612904,75.82903225806452,262.83434811312327,0.2885483870967743,13.018064516129032,55.00197838535861,121.30322580645164
1987-01-01,2.139354838709678,6.968387096774193,0.820774193548387,4.48322580645161,0.7947419354838711,21.65801071507063,14.083870967741936,9.535479575928745,21.174260752688173,11.183003783058709,11.884516129032257,46.696774193548386,13.732258064516133,98.4516129032258,57.99032258064515,4.234516129032259,7.300000000000001,1.919032258064516,15.612903225806452,6.350645161290324,2.126551724137931,1.0143870967741937,6.574516129032259,2.498354838709677,1.1653333333333336,15.918381600955794,35.59565217391304,0.059193548387096805,3.776451612903225,72.63463631032855,62.03548387096774
1987-02-01,1.4317857142857144,6.56107142857143,1.8555714285714284,3.040399999999999,0.5697857142857142,22.742857142857144,9.378,9.124285714285714,20.487153764139755,14.510714285714284,17.514285714285712,45.082142857142856,9.268571428571429,28.060714285714283,37.06428571428571,1.9428571428571433,6.347499999999999,1.3007142857142855,16.657142857142855,4.890000000000001,2.5733012080842173,0.7855714285714287,5.345,1.07875,0.6628928571428568,18.917048477778692,17.39642857142857,0.03650000000000001,3.6978571428571425,90.21672916672763,81.00357142857145
1987-03-01,3.101935483870968,8.953870967741935,2.69,3.2234838709677422,0.5818709677419354,12.614642857142856,7.192258064516131,9.059677419354838,13.640967741935484,23.06451612903226,17.07741935483871,63.83225806451612,8.341612903225805,69.2322580645161,30.95806451612904,3.8858064516129027,6.252580645161289,3.160967741935484,16.62903225806452,11.092237814348955,4.258972864784617,0.8681612903225805,4.960322580645162,2.391935483870968,1.7825806451612902,17.4676,36.40967741935484,0.0718214285714286,3.2158064516129037,61.651189394342865,89.40645161290323
